model,resnet18
batch_size,80
epochs,200
learning_rate,0.1
data_augmentation,True
seed,2
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.1252,0.1854
1,0.2552,0.2882
2,0.35554,0.3696
3,0.42932,0.4238
4,0.47462,0.4387
5,0.50508,0.4765
6,0.52784,0.4785
7,0.54548,0.4884
8,0.5616,0.4694
9,0.5729,0.5017
10,0.58218,0.4751
11,0.59214,0.5075
12,0.5991,0.5122
13,0.60834,0.5063
14,0.6129,0.519
15,0.61786,0.545
16,0.62062,0.5197
17,0.625,0.5301
18,0.62934,0.5291
19,0.6307,0.5284
20,0.63364,0.5328
21,0.63776,0.5495
22,0.63544,0.5479
23,0.64068,0.5155
24,0.6442,0.5298
25,0.64414,0.5678
26,0.64716,0.535
27,0.64812,0.5161
28,0.65138,0.5227
29,0.64914,0.548
30,0.65354,0.5608
31,0.65394,0.542
32,0.65226,0.4898
33,0.65376,0.5413
34,0.65468,0.5356
35,0.65648,0.5209
36,0.6587,0.5216
37,0.65734,0.537
38,0.65874,0.5592
39,0.65988,0.5223
40,0.66278,0.5281
41,0.66116,0.5447
42,0.6642,0.5354
43,0.66118,0.5498
44,0.6615,0.5687
45,0.66288,0.5519
46,0.66412,0.5375
47,0.66532,0.5362
48,0.66376,0.5614
49,0.6667,0.5348
50,0.78808,0.7077
51,0.83688,0.7102
52,0.86092,0.7134
53,0.8809,0.7072
54,0.8937,0.708
55,0.90008,0.703
56,0.9057,0.6895
57,0.9041,0.6891
58,0.90106,0.6753
59,0.90442,0.6738
60,0.90366,0.6586
61,0.90184,0.6704
62,0.90512,0.6731
63,0.90838,0.6644
64,0.90922,0.6587
65,0.90798,0.6535
66,0.91008,0.66
67,0.9097,0.6691
68,0.91588,0.6614
69,0.9157,0.6607
70,0.91876,0.6728
71,0.92188,0.6701
72,0.9197,0.6634
73,0.92176,0.6692
74,0.92088,0.6731
75,0.92234,0.6493
76,0.92386,0.6592
77,0.92502,0.6592
78,0.92704,0.6741
79,0.92832,0.6483
80,0.92464,0.6617
81,0.92412,0.6665
82,0.92664,0.6671
83,0.93242,0.6685
84,0.92934,0.6599
85,0.9258,0.6612
86,0.92526,0.6479
87,0.92816,0.6645
88,0.93314,0.6701
89,0.93162,0.6578
90,0.93144,0.671
91,0.92864,0.6595
92,0.93032,0.6714
93,0.93188,0.6514
94,0.9256,0.6679
95,0.9342,0.6706
96,0.93466,0.6651
97,0.9327,0.6623
98,0.93298,0.6606
99,0.93564,0.6679
100,0.9719,0.7434
101,0.99,0.7481
102,0.99472,0.7536
103,0.99602,0.7515
104,0.99742,0.7566
105,0.99854,0.7578
106,0.99868,0.7574
107,0.99898,0.759
108,0.9991,0.7615
