model,wideresnet
batch_size,200
epochs,300
learning_rate,0.01
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.023,0.0287
1,0.04264,0.0396
2,0.06138,0.0464
3,0.08214,0.0561
4,0.10066,0.0702
5,0.11564,0.0841
6,0.12908,0.0913
7,0.14256,0.1001
8,0.15586,0.1031
9,0.1709,0.1121
10,0.1855,0.1274
11,0.20094,0.1524
12,0.21742,0.1517
13,0.23668,0.1729
14,0.25016,0.1776
15,0.26632,0.1953
16,0.2835,0.2195
17,0.29828,0.2219
18,0.3132,0.2488
19,0.33034,0.2536
20,0.3433,0.2673
21,0.36004,0.2762
22,0.37266,0.3015
23,0.38548,0.3241
24,0.3966,0.3533
25,0.41302,0.345
26,0.4267,0.3672
27,0.43886,0.3903
28,0.45286,0.3918
29,0.46432,0.4028
30,0.47688,0.4328
31,0.49218,0.4551
32,0.50424,0.4468
33,0.51502,0.4663
34,0.5268,0.4774
35,0.53832,0.4801
36,0.54634,0.4884
37,0.56018,0.5075
38,0.56948,0.5137
39,0.58302,0.5232
40,0.59204,0.5238
41,0.60334,0.5286
42,0.6112,0.5507
43,0.62132,0.5494
44,0.62874,0.5633
45,0.6402,0.5638
46,0.64982,0.573
47,0.65962,0.5829
48,0.6633,0.5728
49,0.677,0.5832
50,0.71172,0.6317
51,0.725,0.6346
52,0.72686,0.6346
53,0.73456,0.6384
54,0.73652,0.6337
55,0.73932,0.6362
56,0.7439,0.6404
57,0.7486,0.6394
58,0.74986,0.6409
59,0.75204,0.6393
60,0.754,0.6398
61,0.75732,0.6408
62,0.76034,0.6447
63,0.76236,0.6415
64,0.76538,0.6462
65,0.76918,0.6418
66,0.77084,0.6462
67,0.7741,0.6457
68,0.77754,0.6427
69,0.78216,0.6455
70,0.78226,0.6448
71,0.78346,0.6475
72,0.78846,0.6427
73,0.79192,0.649
74,0.79186,0.6479
75,0.79726,0.6491
76,0.79898,0.6495
77,0.80474,0.6486
78,0.80244,0.6512
79,0.80682,0.6472
80,0.80812,0.6506
81,0.81174,0.649
82,0.81354,0.6517
83,0.81674,0.651
84,0.81716,0.6522
85,0.82182,0.6511
86,0.827,0.6506
87,0.8265,0.6538
88,0.82936,0.6551
89,0.8349,0.6576
90,0.83378,0.6529
91,0.8383,0.6533
92,0.83992,0.6556
93,0.84482,0.6611
94,0.84628,0.6561
95,0.84572,0.6556
96,0.84852,0.6602
97,0.85204,0.6534
98,0.8511,0.6554
99,0.85728,0.6623
100,0.8695,0.6774
101,0.87622,0.6771
102,0.8775,0.6772
103,0.87764,0.6781
104,0.88058,0.6777
105,0.8816,0.6782
106,0.88122,0.6797
107,0.88444,0.6773
108,0.88438,0.6772
109,0.88462,0.6787
110,0.88728,0.6791
111,0.88556,0.6785
112,0.88694,0.68
113,0.88702,0.6778
114,0.88732,0.6809
115,0.88928,0.6792
116,0.8888,0.6791
117,0.88934,0.6794
118,0.89052,0.678
119,0.89106,0.6818
120,0.89132,0.6778
121,0.8919,0.6771
122,0.89302,0.6777
123,0.89402,0.6782
124,0.8938,0.678
125,0.896,0.6767
126,0.89652,0.6805
127,0.89384,0.6774
128,0.89648,0.6771
129,0.89666,0.6768
130,0.89792,0.6782
131,0.89718,0.6754
132,0.8981,0.6799
133,0.90034,0.6771
134,0.90164,0.6795
135,0.9015,0.6781
136,0.90128,0.6777
137,0.90076,0.6792
138,0.90072,0.6797
139,0.90292,0.6789
140,0.9045,0.682
141,0.90414,0.6779
142,0.90522,0.6775
143,0.9067,0.6783
144,0.90654,0.6779
145,0.90614,0.6768
146,0.90672,0.6816
147,0.9079,0.6793
148,0.90842,0.6797
149,0.90696,0.6768
150,0.91016,0.6802
151,0.91192,0.6796
152,0.91266,0.6818
153,0.91202,0.6808
154,0.91148,0.6803
155,0.91312,0.6796
156,0.91398,0.6815
157,0.91394,0.6812
158,0.91676,0.6822
159,0.91526,0.6815
160,0.91556,0.68
161,0.91338,0.6815
162,0.91264,0.6821
163,0.9122,0.681
164,0.91486,0.6816
165,0.91444,0.6829
166,0.91518,0.682
167,0.91488,0.6813
