model,wideresnet
batch_size,80
epochs,300
learning_rate,0.05
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.07504,0.0989
1,0.16104,0.1905
2,0.25476,0.2988
3,0.32872,0.3305
4,0.39224,0.3977
5,0.44148,0.4308
6,0.48046,0.442
7,0.5113,0.4604
8,0.53734,0.4947
9,0.56238,0.504
10,0.57978,0.516
11,0.59284,0.5487
12,0.61046,0.5321
13,0.62178,0.552
14,0.63272,0.5709
15,0.64282,0.5547
16,0.6504,0.5713
17,0.6606,0.5603
18,0.66908,0.5743
19,0.67356,0.5835
20,0.68092,0.5739
21,0.68852,0.5907
22,0.69396,0.5942
23,0.70202,0.5752
24,0.70452,0.5945
25,0.7086,0.6059
26,0.71158,0.6119
27,0.71452,0.62
28,0.71982,0.5991
29,0.72234,0.6039
30,0.72708,0.6091
31,0.72856,0.6041
32,0.73248,0.5874
33,0.73646,0.6192
34,0.73654,0.6005
35,0.73906,0.6085
36,0.73926,0.6125
37,0.74154,0.6147
38,0.7469,0.5718
39,0.75064,0.6252
40,0.74854,0.6172
41,0.74748,0.6082
42,0.75402,0.6132
43,0.75292,0.6356
44,0.75318,0.6062
45,0.75728,0.6159
46,0.75622,0.6214
47,0.75878,0.6272
48,0.76002,0.6067
49,0.76168,0.6233
50,0.86178,0.7488
51,0.90074,0.7585
52,0.92068,0.7527
53,0.93466,0.7532
54,0.94162,0.7523
55,0.94972,0.7555
56,0.95586,0.7542
57,0.9596,0.7486
58,0.96022,0.7497
59,0.96236,0.7441
60,0.9628,0.7411
61,0.96492,0.738
62,0.96312,0.7269
63,0.9606,0.7312
64,0.95984,0.7321
65,0.95838,0.7329
66,0.95572,0.7219
67,0.95116,0.7255
68,0.95456,0.7144
69,0.95188,0.717
70,0.95124,0.7091
71,0.9447,0.717
72,0.95152,0.7124
73,0.95088,0.7216
74,0.94916,0.7162
75,0.95082,0.7174
76,0.9494,0.7216
77,0.94806,0.7193
78,0.94978,0.7218
79,0.94816,0.7286
80,0.9481,0.7094
81,0.95142,0.6987
82,0.95144,0.7194
83,0.94968,0.7096
84,0.95052,0.7154
85,0.95476,0.7232
86,0.95026,0.7187
87,0.95238,0.7142
88,0.95376,0.7171
89,0.95324,0.7118
90,0.9543,0.7244
91,0.9533,0.7185
92,0.95434,0.7134
93,0.95166,0.717
94,0.95556,0.7174
95,0.95396,0.7128
96,0.95794,0.7116
97,0.95532,0.7186
98,0.955,0.7159
99,0.95672,0.7238
100,0.98266,0.7729
101,0.99328,0.7808
102,0.99628,0.7819
103,0.99676,0.7843
104,0.99742,0.7831
105,0.99796,0.7835
106,0.99814,0.7836
107,0.99858,0.7839
108,0.9988,0.7869
109,0.99886,0.7871
110,0.99876,0.7865
111,0.9992,0.7861
112,0.99898,0.7843
113,0.99924,0.7913
114,0.99924,0.7869
115,0.99956,0.7885
116,0.99948,0.7894
117,0.99956,0.788
118,0.9994,0.7897
119,0.99926,0.7844
120,0.99956,0.7878
121,0.99964,0.7891
122,0.99962,0.7886
123,0.9996,0.7891
124,0.9994,0.788
125,0.99974,0.7881
126,0.99966,0.7894
127,0.99964,0.789
128,0.9997,0.7907
129,0.99974,0.789
130,0.99978,0.7891
131,0.99962,0.7868
132,0.99966,0.7889
133,0.99976,0.7887
134,0.99986,0.7884
135,0.99972,0.7879
136,0.9997,0.7885
137,0.99972,0.7894
138,0.99968,0.7909
139,0.99972,0.7907
140,0.99966,0.7895
141,0.99984,0.7897
142,0.99986,0.7904
143,0.99968,0.7895
144,0.99988,0.7899
145,0.9998,0.7882
146,0.99978,0.7859
147,0.99966,0.7871
148,0.99974,0.7892
149,0.99972,0.7896
150,0.99976,0.7908
151,0.9999,0.7934
152,0.99992,0.7939
153,0.99994,0.7918
154,0.99998,0.7917
155,0.99996,0.7927
156,1.0,0.7923
157,0.99994,0.7927
