model,resnet18
batch_size,80
epochs,200
learning_rate,0.1
data_augmentation,True
seed,3
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.12882,0.1666
1,0.25386,0.2996
2,0.3582,0.373
3,0.43096,0.4378
4,0.47832,0.4584
5,0.50886,0.4574
6,0.53168,0.4832
7,0.54598,0.4918
8,0.562,0.5052
9,0.5767,0.5218
10,0.58834,0.5179
11,0.59312,0.4728
12,0.6023,0.5126
13,0.6075,0.5187
14,0.61086,0.5249
15,0.61984,0.5216
16,0.62146,0.5457
17,0.62662,0.4948
18,0.62902,0.5158
19,0.63076,0.5125
20,0.6362,0.5066
21,0.63802,0.5383
22,0.6421,0.5314
23,0.64452,0.5293
24,0.6476,0.5408
25,0.6457,0.5369
26,0.64804,0.5534
27,0.64984,0.5268
28,0.65096,0.5432
29,0.65064,0.5492
30,0.65288,0.5549
31,0.65294,0.5543
32,0.65424,0.5532
33,0.65388,0.5492
34,0.65984,0.5441
35,0.65742,0.5273
36,0.6597,0.5236
37,0.66042,0.5509
38,0.66042,0.5444
39,0.66018,0.5356
40,0.6626,0.5391
41,0.66268,0.5132
42,0.6609,0.5593
43,0.66376,0.5434
44,0.66488,0.5384
45,0.66426,0.5447
46,0.6667,0.5504
47,0.66488,0.5422
48,0.66796,0.5198
49,0.66738,0.5651
50,0.7899,0.712
51,0.83736,0.717
52,0.8632,0.7142
53,0.8802,0.7061
54,0.89446,0.7066
55,0.90052,0.697
56,0.90454,0.6993
57,0.90366,0.6785
58,0.90492,0.6798
59,0.90542,0.6724
60,0.9044,0.6783
61,0.9042,0.6789
62,0.90226,0.6707
63,0.9043,0.6726
64,0.90532,0.6781
65,0.9105,0.6734
66,0.90866,0.6717
67,0.91336,0.6658
68,0.91768,0.6682
69,0.91966,0.6832
70,0.916,0.6665
71,0.91944,0.6681
72,0.92004,0.6588
73,0.91666,0.6662
74,0.92196,0.6789
75,0.92354,0.6751
76,0.92336,0.6665
77,0.92546,0.6703
78,0.92498,0.6602
79,0.92354,0.6548
80,0.92818,0.6677
81,0.92452,0.6847
82,0.92854,0.6715
83,0.92696,0.6537
84,0.92894,0.6545
85,0.93378,0.6576
86,0.9282,0.6785
87,0.9302,0.6693
88,0.93052,0.6684
89,0.93004,0.6696
90,0.9308,0.6681
91,0.93122,0.6649
92,0.93648,0.6588
93,0.93182,0.6769
94,0.92826,0.6678
95,0.93186,0.6687
96,0.93116,0.6696
97,0.93398,0.6689
98,0.934,0.6496
99,0.9307,0.6702
100,0.97076,0.7438
101,0.99008,0.7469
102,0.99486,0.751
103,0.9963,0.7481
104,0.9976,0.7554
105,0.99798,0.7559
106,0.99878,0.7572
107,0.99906,0.7592
