model,wideresnet
batch_size,100
epochs,300
learning_rate,0.1
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.08542,0.1125
1,0.19052,0.2235
2,0.28974,0.2908
3,0.36392,0.3674
4,0.42134,0.3732
5,0.46392,0.4367
6,0.49524,0.4557
7,0.51798,0.4577
8,0.54072,0.4761
9,0.5571,0.5248
10,0.57144,0.5122
11,0.58222,0.526
12,0.59392,0.542
13,0.6001,0.5346
14,0.6091,0.5352
15,0.61652,0.5622
16,0.61946,0.5403
17,0.62884,0.5151
18,0.63384,0.5768
19,0.6358,0.5562
20,0.6416,0.5605
21,0.64362,0.5504
22,0.64884,0.5754
23,0.65284,0.5606
24,0.65166,0.5653
25,0.65762,0.5568
26,0.66158,0.5631
27,0.66014,0.5581
28,0.66544,0.558
29,0.66426,0.5602
30,0.66852,0.569
31,0.66874,0.523
32,0.67276,0.5509
33,0.6706,0.5495
34,0.67406,0.5835
35,0.67276,0.5179
36,0.67222,0.553
37,0.67548,0.5757
38,0.67366,0.5621
39,0.6776,0.5337
40,0.67702,0.5302
41,0.67776,0.5765
42,0.67948,0.5827
43,0.67816,0.5848
44,0.67858,0.5567
45,0.67952,0.5914
46,0.67858,0.5876
47,0.68314,0.5583
48,0.68216,0.5527
49,0.68136,0.5792
50,0.79186,0.7335
51,0.83668,0.7358
52,0.85758,0.7382
53,0.8722,0.735
54,0.8817,0.7236
55,0.88898,0.7227
56,0.89294,0.7145
57,0.89468,0.715
58,0.8958,0.708
59,0.8979,0.7048
60,0.89534,0.7079
61,0.89802,0.7083
62,0.89994,0.704
63,0.90228,0.7012
64,0.90026,0.7009
65,0.90552,0.6954
66,0.90062,0.699
67,0.905,0.7009
68,0.90706,0.6845
69,0.9032,0.6924
70,0.9083,0.6836
71,0.91124,0.7009
72,0.91152,0.7107
73,0.91758,0.6983
74,0.91444,0.6998
75,0.9167,0.6834
76,0.91468,0.7023
77,0.91722,0.6831
78,0.91846,0.7014
79,0.92174,0.7
80,0.92,0.696
81,0.91958,0.7016
82,0.92278,0.6976
83,0.92174,0.6952
84,0.92436,0.7102
85,0.92348,0.6948
86,0.92298,0.7046
87,0.92184,0.6872
88,0.92488,0.6942
89,0.9278,0.6881
90,0.92592,0.691
91,0.92632,0.6994
92,0.92588,0.6684
93,0.92968,0.6928
94,0.92834,0.6888
95,0.92868,0.692
96,0.92874,0.7012
97,0.9265,0.6974
98,0.92934,0.6986
99,0.92848,0.6958
100,0.96774,0.7781
101,0.9861,0.779
102,0.99018,0.7806
103,0.99268,0.7822
104,0.99438,0.7823
105,0.99518,0.7818
106,0.99584,0.7845
107,0.9969,0.7833
108,0.99722,0.7848
109,0.9977,0.7852
110,0.99792,0.785
111,0.99816,0.7852
112,0.99822,0.7848
113,0.9984,0.7863
114,0.99842,0.7881
115,0.99882,0.7842
116,0.99882,0.784
117,0.99914,0.7869
118,0.99918,0.7858
119,0.99912,0.786
120,0.99924,0.7859
121,0.99892,0.7884
122,0.99916,0.7899
123,0.99926,0.7876
124,0.99928,0.7861
125,0.99904,0.7884
126,0.99932,0.7884
127,0.99936,0.787
128,0.99926,0.785
129,0.99932,0.784
130,0.99948,0.7854
131,0.99938,0.7808
132,0.99932,0.7837
133,0.99926,0.7842
134,0.99938,0.7868
135,0.99934,0.784
136,0.99946,0.7864
137,0.99932,0.7853
138,0.99918,0.7849
139,0.9991,0.7794
140,0.9993,0.7853
141,0.9995,0.7832
142,0.99912,0.7835
143,0.99946,0.7862
144,0.99928,0.7816
145,0.99942,0.7865
146,0.99966,0.7874
147,0.99942,0.7858
148,0.9995,0.7866
149,0.99928,0.7833
150,0.99962,0.7926
151,0.99978,0.7942
152,0.99982,0.793
153,0.99984,0.7933
154,0.99982,0.7916
155,0.99988,0.794
156,0.9999,0.7939
157,0.9999,0.7928
158,0.99992,0.7932
159,0.99988,0.7925
160,0.99984,0.7913
161,0.99994,0.7922
162,0.99996,0.7944
163,0.99992,0.7935
