model,wideresnet
batch_size,80
epochs,300
learning_rate,0.1
data_augmentation,True
seed,0
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.0897,0.1255
1,0.19854,0.2358
2,0.2958,0.2809
3,0.3689,0.3638
4,0.42038,0.4201
5,0.45654,0.394
6,0.4848,0.4355
7,0.50512,0.4616
8,0.52578,0.4683
9,0.54122,0.4853
10,0.54924,0.4341
11,0.56144,0.4944
12,0.57328,0.5067
13,0.5815,0.5145
14,0.5849,0.5294
15,0.5951,0.5093
16,0.59718,0.5162
17,0.60376,0.5353
18,0.60768,0.5354
19,0.61228,0.5208
20,0.61732,0.5011
21,0.61734,0.5489
22,0.62078,0.5318
23,0.61842,0.5558
24,0.62206,0.5425
25,0.62716,0.5454
26,0.62894,0.5324
27,0.62898,0.5678
28,0.62888,0.5306
29,0.63046,0.5404
30,0.63304,0.5428
31,0.6363,0.5638
32,0.63498,0.5563
33,0.63406,0.5416
34,0.6366,0.5516
35,0.63768,0.575
36,0.63752,0.5658
37,0.63912,0.5544
38,0.64096,0.5319
39,0.64482,0.5679
40,0.63988,0.5787
41,0.64022,0.5609
42,0.64298,0.5435
43,0.6409,0.5714
44,0.64478,0.5504
45,0.64568,0.5489
46,0.64436,0.5531
47,0.64188,0.5463
48,0.64576,0.5493
49,0.6464,0.5794
50,0.76626,0.7282
51,0.80472,0.728
52,0.82342,0.7323
53,0.84116,0.7306
54,0.84734,0.7232
55,0.85084,0.7108
56,0.85754,0.7095
57,0.85714,0.7119
58,0.86036,0.693
59,0.86154,0.6929
60,0.86482,0.6993
61,0.8667,0.7025
62,0.86704,0.6838
63,0.86864,0.698
64,0.87222,0.6907
65,0.87502,0.6911
66,0.87804,0.7036
67,0.87904,0.6866
68,0.8832,0.6963
69,0.88042,0.696
70,0.882,0.6966
71,0.88978,0.6995
72,0.8918,0.701
73,0.8917,0.6941
74,0.89632,0.6824
75,0.88962,0.6864
76,0.89414,0.6963
77,0.8993,0.6788
78,0.89546,0.695
79,0.90008,0.6821
80,0.8978,0.6974
81,0.90088,0.6876
82,0.89898,0.6805
83,0.90516,0.69
84,0.90512,0.6916
85,0.90408,0.6822
86,0.90228,0.6928
87,0.90822,0.6864
88,0.90948,0.6936
89,0.90548,0.6904
90,0.90634,0.69
91,0.90292,0.6816
92,0.90684,0.6936
93,0.90854,0.6877
94,0.91006,0.6964
95,0.91044,0.6984
96,0.91346,0.6917
97,0.91404,0.6755
98,0.90998,0.7022
99,0.91034,0.6982
100,0.957,0.776
101,0.9783,0.7776
102,0.98622,0.7809
103,0.99008,0.7813
104,0.99236,0.7823
105,0.99372,0.7835
106,0.99502,0.7826
107,0.99524,0.7817
108,0.99588,0.7809
109,0.99718,0.783
110,0.99704,0.7859
111,0.9973,0.787
112,0.99762,0.7895
113,0.99754,0.7887
114,0.99778,0.787
115,0.998,0.7895
116,0.99808,0.787
117,0.99872,0.7863
118,0.99848,0.7867
119,0.99884,0.7896
120,0.99896,0.7895
121,0.99888,0.7865
122,0.99876,0.7898
123,0.99918,0.788
124,0.99904,0.7877
125,0.99872,0.7889
126,0.99898,0.787
127,0.99888,0.7886
128,0.99912,0.7907
129,0.99922,0.7876
130,0.9991,0.7857
131,0.9992,0.789
132,0.9989,0.7865
133,0.99874,0.7872
134,0.99906,0.7869
135,0.99908,0.7849
136,0.99904,0.7864
137,0.99822,0.7804
138,0.99828,0.7841
139,0.99876,0.7906
140,0.99888,0.786
141,0.99888,0.7862
142,0.99858,0.7872
143,0.99874,0.7872
144,0.99836,0.7834
145,0.99842,0.7822
146,0.99776,0.7827
147,0.99768,0.7845
148,0.9973,0.7879
149,0.9976,0.7756
150,0.99866,0.7929
151,0.99956,0.7973
152,0.99952,0.7967
153,0.99972,0.7971
154,0.99966,0.7987
155,0.99976,0.7967
156,0.9998,0.7993
