model,wideresnet
batch_size,40
epochs,80
learning_rate,0.1
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.08476,0.1299
1,0.18382,0.2259
2,0.2705,0.2971
3,0.32854,0.3376
4,0.37186,0.3681
5,0.40022,0.4071
6,0.42,0.3602
7,0.4364,0.3966
8,0.44676,0.4153
9,0.45922,0.4314
10,0.4677,0.4028
11,0.47348,0.4347
12,0.4798,0.427
13,0.48448,0.4406
14,0.48648,0.466
15,0.48954,0.4315
16,0.49506,0.4449
17,0.4945,0.4503
18,0.49572,0.4342
19,0.5004,0.4366
20,0.50008,0.4619
21,0.50288,0.4547
22,0.50196,0.4433
23,0.50418,0.4566
24,0.50898,0.4166
25,0.50756,0.4647
26,0.5082,0.4499
27,0.50662,0.448
28,0.5091,0.4579
29,0.5086,0.4608
30,0.50964,0.4777
31,0.5115,0.4327
32,0.51256,0.4726
33,0.51206,0.4694
34,0.51354,0.4588
35,0.5151,0.4813
36,0.51396,0.4977
37,0.51424,0.4697
38,0.51154,0.4662
39,0.515,0.4733
40,0.51582,0.4452
41,0.51292,0.4402
42,0.51356,0.4212
43,0.5106,0.4289
44,0.51318,0.4639
45,0.51256,0.4731
46,0.51144,0.4673
47,0.5095,0.4396
48,0.5092,0.4406
49,0.51108,0.4645
50,0.64928,0.6715
51,0.68106,0.6716
52,0.69168,0.6548
53,0.69814,0.6587
54,0.6989,0.6522
55,0.70324,0.6453
56,0.70528,0.656
